geneName	library	medianlFC_DP	medianlFC_VemR	DP_hitStatus_050	DP_hitStatus_066	DP_hitStatus_075	VemR_hitStatus_050	VemR_hitStatus_066	VemR_hitStatus_075	EffectOnScreen_DP	EffectOnScreen_VemR	DPtier	VemRtier
MASTL	kinase	-4.57624662429896	-0.129972546236133	yes	yes	No	No	No	No	down	down	tier066	tierNotHit
MASTL	kinase	-0.0682394359728605	0.167321175475177	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
MATK	kinase	0.0158725265400013	-0.36058619319583	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
MELK	kinase	-0.12476305348029	-0.361288633406685	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
MERTK	kinase	0.406146263899805	-0.0579821531507038	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
MET	kinase	0.422294464300881	-0.119238660396536	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
MINK1	kinase	0.20063921825109	-0.197557277006606	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
MKNK1	kinase	-0.165764458987137	-0.220855602690334	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
MKNK2	kinase	0.194296724381255	-0.030352471606484	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
MLKL	kinase	-0.882773834154437	-0.0966378766973436	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
MOK	kinase	0.31863762358113	1.00136223733807	No	No	No	yes	No	No	up	up	tierNotHit	tier050
MOS	kinase	0.0513856743625115	-0.170861039489192	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
MST1R	kinase	-0.42117923514322	-0.306186181717181	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
MTOR	kinase	-0.67044589260886	-0.275859791221752	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
MUSK	kinase	-0.22040632823087	0.0334585796942744	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
MYLK2	kinase	-0.680970212734111	0.110487756793448	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
MYLK3	kinase	-0.0480238699498764	-0.0550939441780347	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
MYLK4	kinase	-0.353924859205504	-0.36454572174541	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
MYO3A	kinase	-0.25699412245968	-0.15934199299117	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
MYO3B	kinase	-0.191151638360149	0.300034778312474	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
NEK1	kinase	-0.0423491786878087	-0.182294932248082	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NEK10	kinase	-0.385990829198009	0.198912046013065	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
NEK11	kinase	0.58789008432915	0.316256868317672	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
NEK2	kinase	-0.157813166510813	-0.0569852345262377	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NEK3	kinase	0.224849567971507	0.0158593352891563	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
NEK4	kinase	-0.379092389684385	0.633208481904439	No	No	No	yes	No	No	down	up	tierNotHit	tier050
NEK5	kinase	-0.608906146614434	-0.0350780682277015	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NEK6	kinase	-0.187676956487286	0.00338321014136638	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
NEK7	kinase	0.0714048989870486	-0.0417128004814913	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
NEK8	kinase	-0.17108525883048	-0.195497317092857	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NEK9	kinase	-2.14717695823347	-0.188155862600399	yes	yes	No	No	No	No	down	down	tier066	tierNotHit
NIM1K	kinase	-0.667936761968642	-0.115083472427035	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NLK	kinase	0.00914780730082008	0.662590218760437	No	No	No	yes	No	No	up	up	tierNotHit	tier050
NPR1	kinase	0.27138824509487	0.361822306979364	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
NPR2	kinase	0.130792886834564	-0.353978993766955	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
NRBP1	kinase	0.272516695726854	-0.330964319872551	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
NRBP2	kinase	-0.300394549740133	0.156764007316573	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
NRK	kinase	-0.170527605274819	-0.00695475564937371	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NTRK1	kinase	-0.0398348562911454	-0.0852901530124839	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NTRK2	kinase	0.0947334027984956	0.274263042699482	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
NTRK3	kinase	0.232724122525227	-0.065796226765983	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
NUAK1	kinase	-0.0915595049728698	0.350801334254081	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
NUAK2	kinase	0.214936499064748	0.125676659470491	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
OBSCN	kinase	-0.0308098910816378	-0.366291828627437	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
OBSCN	kinase	0.341596033947162	0.0654839750501179	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
OXSR1	kinase	0.217601329345083	-0.326614425227224	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
PAK1	kinase	0.561391749825077	0.570425832318753	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
PAK2	kinase	0.374905335758625	-0.00813959623218011	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
PAK3	kinase	0.250080720619885	0.268048823859389	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
PAK4	kinase	0.0816178961006691	0.093880434035749	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
PAK6	kinase	-0.493661252561066	0.0161420680909714	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
PAK7	kinase	0.425462607795258	0.190407498787315	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
PASK	kinase	0.628144195419037	0.455361469522548	No	No	No	yes	No	No	up	up	tierNotHit	tier050
PBK	kinase	0.493656640234733	0.079771826682383	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
PDGFRA	kinase	-0.279328445633517	-0.0610910656305041	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
PDGFRB	kinase	-0.0360724107205746	-0.227279213467843	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
PDIK1L	kinase	-0.234992991978391	0.213665136646241	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
PDK1	kinase	-0.15814287585121	-0.0376572232187966	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
PDK2	kinase	0.232078865954157	-0.428129799363206	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
PDK3	kinase	-0.953138314586686	0.683110281266277	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
PDK4	kinase	0.623493821795967	0.639342754799869	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
PDPK1	kinase	-0.185245021573352	-0.366728481299524	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
PHKG1	kinase	-0.146336275324742	0.204957651876252	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
PHKG2	kinase	0.0217071299406271	0.333247079995722	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
PIK3R4	kinase	-1.55035098470895	-0.289196450103439	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
PIM1	kinase	-0.440884037224129	-0.697259152107874	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
PIM2	kinase	0.201161514429209	-0.00714990539819838	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
PIM3	kinase	-0.662308214982854	-0.619687203013187	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
PINK1	kinase	0.516739251182055	-0.29437564790508	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
PKMYT1	kinase	0.514758108951883	-0.333024115249821	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
PKN1	kinase	0.0758236168930847	0.12778631095502	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
PKN2	kinase	-1.94917476839218	-1.1852743581736	yes	yes	No	yes	yes	No	down	down	tier066	tier066
PKN3	kinase	-0.0882338953641316	-0.0492060952075907	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
PLK1	kinase	-2.45649519792062	-0.632609961509965	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
PLK2	kinase	-0.553292618883262	-0.493932043875004	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
PLK3	kinase	0.218679866482514	-0.205508518804584	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
PLK4	kinase	-1.22441803677604	-0.326156287106559	yes	yes	No	No	No	No	down	down	tier066	tierNotHit
PNCK	kinase	-0.0242639462171445	0.21553801342779	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
POMK	kinase	0.705197795446626	1.20383559516949	yes	No	No	yes	yes	yes	up	up	tier050	tier075
PRKAA1	kinase	0.172847804482645	-0.796484873260492	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
PRKAA2	kinase	-0.524620270083545	0.00275776473236684	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
PRKACA	kinase	0.306560882916168	-0.000142609506959088	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
PRKACB	kinase	-0.0455819288490178	0.13886538592503	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
PRKACG	kinase	-0.0483562458356215	0.572927379254022	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
PRKCA	kinase	0.445434073438878	0.089065912789469	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
PRKCB	kinase	0.309994131901198	0.490045399178638	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
PRKCD	kinase	0.277707823821042	-0.160925892309556	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
PRKCE	kinase	0.672803969327212	-2.17329998870462	No	No	No	yes	yes	yes	up	down	tierNotHit	tier075
PRKCG	kinase	0.641039026042974	0.26417326991736	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
PRKCH	kinase	0.401382760932739	0.39692286277061	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
PRKCI	kinase	0.266898798610725	0.502564017599689	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
PRKCQ	kinase	0.289763184685764	0.318055581986821	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
PRKCZ	kinase	-0.404850704629793	-0.643512731417218	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
PRKD1	kinase	-0.581198980962915	0.10598178449338	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
PRKD2	kinase	-0.0131646102434992	0.0101984731995523	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
PRKD3	kinase	0.721120576462403	-0.647548631666715	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
PRKDC	kinase	0.0464414636405605	-1.15891821151423	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
PRKG1	kinase	0.14616063590886	-0.0510876301403996	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
PRKG2	kinase	0.940019122642156	0.810719402063667	No	No	No	yes	No	No	up	up	tierNotHit	tier050
PRKX	kinase	0.189673347660668	0.157622096107804	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
PRKY	kinase	-0.946199676987047	0.241275921958326	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
PRPF4B	kinase	-0.863327685594485	-0.394995751311854	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
PSKH1	kinase	-0.229017529667311	-0.270831884099777	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
PSKH2	kinase	-0.300365208937799	-0.243356849271083	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
PTK2	kinase	-1.74757559965532	-0.626466375431797	yes	yes	No	No	No	No	down	down	tier066	tierNotHit
PTK2B	kinase	0.672266126703309	0.181717486520774	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
PTK6	kinase	-0.26180173178993	-0.0581854947671393	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
PTK7	kinase	0.0507516686210587	0.945671586450587	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
RAF1	kinase	0.199894010748552	-0.604848346702567	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
RET	kinase	-0.263511787896063	0.287973989375238	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
RIOK1	kinase	-0.86299516416667	-0.762172884781334	yes	No	No	No	No	No	down	down	tier050	tierNotHit
RIOK2	kinase	0.0536950026242593	0.110035231020205	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
RIOK3	kinase	0.499943055336266	0.144155991108625	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
RIPK1	kinase	-0.0901353199421015	-0.263536899309456	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
RIPK2	kinase	-0.0547396098420935	-0.565102131748569	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
RIPK3	kinase	0.13705765276272	-0.101575861351736	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
RIPK4	kinase	0.111827607075619	0.548415916029673	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
RNASEL	kinase	0.510901905915937	-0.00108022425915943	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ROCK1	kinase	-0.159751004750499	0.592578170022253	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ROCK2	kinase	0.475389901299765	-0.187228154984079	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ROR1	kinase	-0.302741950157909	-0.0570946740327118	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ROR2	kinase	-0.262704166774591	-0.0386229083021608	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ROS1	kinase	-0.000633065799998243	-0.0033527689278839	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
Rosa	kinase	-Inf	-Inf	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
Rosa	kinase	-Inf	-Inf	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
Rosa	kinase	-Inf	-Inf	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
Rosa	kinase	-Inf	-Inf	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
Rosa	kinase	-Inf	-Inf	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
Rosa	kinase	-Inf	-Inf	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
Rosa	kinase	-Inf	-Inf	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
Rosa	kinase	-Inf	-Inf	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
Rosa	kinase	-Inf	-Inf	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
RPS6KA1	kinase	-0.0317406641274674	0.22286871028588	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
RPS6KA1	kinase	-0.149876162548486	-0.202473911288537	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
RPS6KA2	kinase	0.298358801492195	-0.121052111574322	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
RPS6KA2	kinase	0.0347536783109657	0.0681070117028334	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
RPS6KA3	kinase	0.578565741546265	0.292667954753137	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
RPS6KA3	kinase	0.440407744949319	0.0756552694950062	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
RPS6KA4	kinase	-0.112694731469367	-0.209335645021682	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
RPS6KA4	kinase	-0.537183427331467	-0.248605905028697	yes	No	No	No	No	No	down	down	tier050	tierNotHit
RPS6KA5	kinase	0.183137962567874	-0.167932515764316	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
RPS6KA5	kinase	-0.259116444367753	0.00231069913928615	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
RPS6KA6	kinase	-0.468951569437068	0.42315926608371	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
RPS6KA6	kinase	0.258574323450736	0.739962098220671	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
RPS6KB1	kinase	-0.366885985243863	-0.229344384308927	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
RPS6KB2	kinase	-0.0367351917254557	0.361071023457413	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
RPS6KL1	kinase	-0.15719700921975	-0.0821701959746238	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
RYK	kinase	0.197825539851445	-0.183306804642225	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
SBK1	kinase	0.362160823214984	0.455632728585736	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
SBK2	kinase	0.716384111994081	0.284265734577716	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
SBK3	kinase	-0.222560128909478	0.517247434538813	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
SCYL1	kinase	0.413925547280639	0.0650468962667349	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
SCYL2	kinase	-0.142989212732566	0.289399415657672	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
SCYL3	kinase	0.227174312133636	0.240059085684072	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
SGK1	kinase	-0.717512719531785	-0.071873127063373	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
SGK2	kinase	0.111818313766899	-0.0959846170451484	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
SGK3	kinase	-0.445944069309118	0.333722080572056	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
SGK494	kinase	0.419796020913628	0.275949522664681	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
SIK1	kinase	-0.339934853680722	-0.30756080849934	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
SIK2	kinase	-1.31907793403604	-0.0693452147079442	yes	yes	No	No	No	No	down	down	tier066	tierNotHit
SIK3	kinase	0.384953751104992	-0.450728016507858	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
SLK	kinase	0.710246096595297	0.512750296072199	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
SMG1	kinase	-0.387054232554767	-0.566772695571133	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
SNRK	kinase	-0.880172307487648	0.299666930384136	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
SPEG	kinase	0.321444462052708	-0.194393612846832	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
SPEG	kinase	-0.33817734226868	-0.157767764771311	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
SRC	kinase	-1.04752468757476	-0.510941807302352	yes	No	No	No	No	No	down	down	tier050	tierNotHit
SRMS	kinase	-0.0588447966298427	-0.229717287994051	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
SRPK3	kinase	0.305094227907385	0.0491587417306809	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
STK10	kinase	0.0720708931936297	0.0874501456446302	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
STK11	kinase	-2.16801307242011	-0.311314636454565	yes	yes	No	No	No	No	down	down	tier066	tierNotHit
STK16	kinase	-0.80850443178223	0.10221987678441	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
STK17A	kinase	-0.284937732716827	-0.0871236778038136	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
STK17B	kinase	0.246494028755081	0.257482986131638	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
STK19	kinase	-0.267043985313427	0.0903849885733651	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
STK24	kinase	0.575397842867549	0.405671735293486	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
STK25	kinase	0.184426660181481	0.361389751457987	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
STK26	kinase	-0.801805648156799	-0.0833649993385408	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
STK3	kinase	0.0334692522576155	-0.130325732827258	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
STK31	kinase	-0.124589633589888	0.0642270028337637	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
STK32A	kinase	0.625318959126924	0.515542445587594	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
STK32B	kinase	0.152372474435646	0.0589963491519016	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
STK32C	kinase	0.127771698361289	0.29907266255868	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
STK33	kinase	-0.0386177523128851	-0.305040253734385	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
STK35	kinase	-0.98876707753007	-0.0441343693580306	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
STK36	kinase	-0.3296291659154	0.280756760807152	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
STK38	kinase	0.214736799907571	0.615632752388985	No	No	No	yes	No	No	up	up	tierNotHit	tier050
STK38L	kinase	-0.16959077330191	-0.0700524295597218	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
STK39	kinase	0.300103633003155	1.11474428611414	No	No	No	yes	yes	No	up	up	tierNotHit	tier066
STK4	kinase	-0.697528459914073	0.202542177394252	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
STK40	kinase	-0.807090712504628	-0.332631359413111	yes	No	No	No	No	No	down	down	tier050	tierNotHit
STKLD1	kinase	-0.172252676895279	-0.169187549055029	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
STRADA	kinase	0.281778178220197	-0.216685521221795	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
STYK1	kinase	-0.455848713422916	0.159445087475856	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
SYK	kinase	-0.0233324815960315	0.235751182283707	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
TAOK1	kinase	0.868842978612144	1.46694065870856	No	No	No	yes	yes	yes	up	up	tierNotHit	tier075
TAOK2	kinase	0.809785609783911	0.283022543225871	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
TAOK3	kinase	0.507477877449616	0.399798828452905	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
TBCK	kinase	0.00815214070446243	0.0341086479131261	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
TBK1	kinase	0.0350013132262986	-0.418582075749682	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
TEC	kinase	-0.70812767396797	0.0124590378307951	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
TEK	kinase	0.392733273615354	0.616316834717349	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
TESK1	kinase	-0.1877797674405	0.0465425750431711	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
TESK2	kinase	-0.273231462338419	-0.172757968142218	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
TEX14	kinase	0.167533219760668	0.443705689018493	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
TGFBR2	kinase	-0.0658156628455419	0.0336927299657239	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
TIE1	kinase	0.0360553779727831	0.131082255718262	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
TLK1	kinase	-0.0779211273152596	-0.0318220803845286	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
TLK2	kinase	1.36479573603095	-0.524115828946906	yes	yes	yes	No	No	No	up	down	tier075	tierNotHit
TNIK	kinase	-0.985739048256932	0.056273134941609	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
TNK1	kinase	-0.630512840193443	-0.52567072852796	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
TNK2	kinase	0.470561349173844	-0.0886234433763134	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
TNNI3K	kinase	0.198002233847064	0.141518417463353	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
TRIB1	kinase	-0.325057842172801	0.148717100717868	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
TRIB2	kinase	-1.381356612471	-0.0287659983461642	yes	yes	No	No	No	No	down	down	tier066	tierNotHit
TRIB3	kinase	0.901857105928033	0.656301482977998	yes	No	No	yes	No	No	up	up	tier050	tier050
TRIO	kinase	0.537577188783928	-0.384029285803975	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
TRPM6	kinase	0.544209742214076	0.151380517324175	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
TRPM7	kinase	0.26495183094876	-0.368131722896113	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
TRRAP	kinase	1.36084697047434	0.00474837592901627	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
TSSK1B	kinase	0.223092018785066	-0.736179901615466	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
TSSK2	kinase	0.481074332131186	0.232377612693643	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
TSSK3	kinase	0.331648455845146	-0.240496448594346	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
TSSK4	kinase	0.117326976083648	0.184924102315663	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
TSSK6	kinase	0.176701084545523	-0.00241643494313335	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
TTBK1	kinase	-0.161853917263297	0.0391969316631163	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
TTBK2	kinase	-0.243558662920935	-0.254111112457874	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
TTK	kinase	1.20754607536111	-0.283049417788089	yes	No	No	No	No	No	up	down	tier050	tierNotHit
TTN	kinase	-0.59335328674844	-0.0218960039586762	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
TXK	kinase	0.692181806904997	0.471688263582041	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
TYK2	kinase	-0.0425800566836537	-0.153246797531682	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
TYK2	kinase	-0.674341973866162	0.255244642958169	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
TYRO3	kinase	0.661948323347278	-0.248899104481646	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
UHMK1	kinase	0.260692812872188	0.454882444941675	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ULK1	kinase	-0.414742492439847	-0.0733317622115751	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ULK2	kinase	0.135724190141309	-0.0873572704244669	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ULK3	kinase	0.174343428922683	-0.191124990213994	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ULK4	kinase	-0.474421219553436	-0.130798396217908	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
VRK1	kinase	0.177336910018246	-0.56278568604856	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
VRK2	kinase	-0.165395044895368	0.39410253771006	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
VRK3	kinase	-0.492177526952769	0.229756869888665	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
WEE1	kinase	0.589458585134498	-0.470602892789518	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
WEE2	kinase	-0.414347666758915	-0.320130852113322	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
WNK1	kinase	0.239939387223938	-0.55864615168998	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
WNK2	kinase	-0.39883096291309	0.0394340226617282	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
