geneName	library	medianlFC_DP	medianlFC_VemR	DP_hitStatus_050	DP_hitStatus_066	DP_hitStatus_075	VemR_hitStatus_050	VemR_hitStatus_066	VemR_hitStatus_075	EffectOnScreen_DP	EffectOnScreen_VemR	DPtier	VemRtier
ZFP28	TF	0.169734653424319	0.303614243202818	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZFP3	TF	-0.316043973090347	0.173357018709287	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZFP30	TF	-0.221337314971658	0.288493969155795	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZFP36	TF	-0.533384536387002	-0.113925416721535	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZFP36L1	TF	-0.263053325739586	-0.826513589505632	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZFP37	TF	-0.416183674353338	0.120123841738357	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZFP41	TF	0.594768280813684	0.192302618382789	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZFP42	TF	-0.00981765386635858	0.0254837221094568	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZFP57	TF	-0.135348706272622	-0.968120729237942	No	No	No	yes	No	No	down	down	tierNotHit	tier050
ZFP62	TF	-0.556742186504418	-0.709887280937515	No	No	No	yes	No	No	down	down	tierNotHit	tier050
ZFP64	TF	0.168498808383419	-0.550942726515314	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZFP69	TF	0.208027575445355	0.275471405953791	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZFP69B	TF	0.439778068501503	0.0201567449342773	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZFP82	TF	-0.107335941759474	-0.613743108443082	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZFP90	TF	0.121569582543087	-0.157671095676782	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZFP91	TF	-1.19087545097096	-1.40078682765992	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZFP92	TF	-0.818665913968787	-0.291802093961292	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZFPM1	TF	0.247017989913873	0.307711347638961	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZFPM2	TF	-0.14540479222471	0.0514820425582103	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZFX	TF	0.601238682477711	-0.830394526752513	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZFY	TF	0.122721921353783	-0.297539719197447	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZGLP1	TF	0.690156795540125	-0.0307743588382711	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZHX1	TF	-0.262548898704488	-0.373448466777469	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZHX2	TF	0.639658505996879	-0.633681403254642	No	No	No	yes	No	No	up	down	tierNotHit	tier050
ZHX3	TF	0.247536499084226	-0.0975450668129202	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZIC1	TF	0.0607670011962946	0.0274680606700532	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZIC2	TF	0.149657868112538	0.677044936980263	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZIC3	TF	-0.732864664997293	-0.102497269199129	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZIC4	TF	0.584170702270832	-0.248529822681548	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZIC5	TF	-0.567629832977613	-0.342236226325042	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZIK1	TF	-0.260967656167632	-0.0914865945279381	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZIM2	TF	-0.241957781481679	0.715320439378347	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZIM3	TF	-0.315037526461125	0.0125244317718841	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZKSCAN1	TF	-0.618613134927643	-0.376769871018806	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZKSCAN2	TF	0.368739208152747	0.132789125791722	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZKSCAN3	TF	-0.250739228613285	-0.141297479680373	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZKSCAN4	TF	-0.216788209334779	-0.310807058128177	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZKSCAN5	TF	-0.0994518620235932	0.354364481145093	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZKSCAN7	TF	0.687057297661363	0.0585194911833913	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZKSCAN8	TF	-0.315486449285483	-0.303114359107148	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZMIZ1	TF	0.901841267927352	-0.130985887488315	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZMIZ2	TF	-0.500823998116818	-0.310370871973673	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF10	TF	-0.313745678851615	0.0632183270406329	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF100	TF	0.0757131748514648	-0.453864551251526	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZNF101	TF	0.183150153794257	0.356044105903001	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF107	TF	0.458512119320021	0.787564468638813	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF112	TF	-0.573548344862784	0.00629392610371673	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF114	TF	0.151427274642247	-0.153443224927349	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZNF117	TF	0.912632563641809	-0.0692379095079527	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZNF12	TF	-0.314286740649777	0.0381450968878278	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF121	TF	-0.500635413995278	0.006821657939575	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF124	TF	0.0882844148200967	-0.52374134849916	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZNF131	TF	-0.268420217140408	0.84844848726514	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF132	TF	0.382680225593217	0.424494183102854	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF133	TF	-0.332059769761507	0.495060335628406	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF134	TF	0.180485279458524	0.376186922991391	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF135	TF	-0.569256769746802	0.522017495544649	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF136	TF	-0.123971281198262	-0.520315318643862	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF138	TF	0.256204667571801	-0.0843226772593227	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZNF14	TF	-0.0441457664758406	-0.233905301322034	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF140	TF	-0.0887794441889461	-0.000837694841995258	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF141	TF	0.0232203393067478	0.066383932961423	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF142	TF	-0.241606873972179	-0.173316997776193	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF143	TF	0.381998487910837	-0.760641657326322	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZNF146	TF	-0.519233455159532	-0.1948251718863	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF148	TF	0.112486064187574	-0.0115859193012764	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZNF154	TF	-1.18065207764935	-0.35025828730991	yes	yes	No	No	No	No	down	down	tier066	tierNotHit
ZNF155	TF	-0.609842417045082	-0.0240250430117522	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF157	TF	-0.218952471445301	-0.336834259332103	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF16	TF	-0.630505320836034	0.0811083008751082	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF160	TF	0.198820773448333	0.218268413443793	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF165	TF	0.156551672048591	0.972456990102199	No	No	No	yes	No	No	up	up	tierNotHit	tier050
ZNF169	TF	0.307155787977497	0.538857416207931	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF17	TF	-0.497234981539968	0.311682832770224	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF174	TF	0.0955928633608161	-0.128044556726724	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZNF175	TF	-0.804525134893285	0.0131938852199039	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF177	TF	0.147802830799784	0.651090062450645	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF18	TF	0.0466893430459021	0.452087222148501	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF180	TF	-0.169921275748138	0.0374975133781908	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF181	TF	-0.57621591456831	0.160640230211108	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF182	TF	0.166602935276022	0.173566147175687	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF184	TF	-0.567104834126278	-0.0135734032089043	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF189	TF	0.319031978094094	0.0737818807285714	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF19	TF	-0.836987212289179	-0.419646596546169	yes	No	No	No	No	No	down	down	tier050	tierNotHit
ZNF195	TF	-0.000161725718477668	-0.389061493126646	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF197	TF	-0.22481717631062	0.0196150628140397	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF2	TF	0.554636567369132	0.0848141912451365	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF20	TF	0.535684060601437	-0.216961881395578	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZNF200	TF	0.0160348589223698	-0.26784646336669	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZNF202	TF	-0.721497669000656	-0.476677905513763	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF205	TF	2.57808948869806	0.392916238215663	yes	yes	yes	No	No	No	up	up	tier075	tierNotHit
ZNF207	TF	-2.84584069877418	1.11229181200707	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF208	TF	0.533780712387568	0.224088635434256	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF211	TF	-0.0614864144044413	0.394819686335456	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF212	TF	-0.611215702721614	-0.211305013242264	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF213	TF	0.456541861279276	-0.374671165911715	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZNF214	TF	-0.66207568785487	-0.525957587965526	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF215	TF	0.190598622492855	0.0188937041852942	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF217	TF	0.570929299541696	1.45011104539111	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF219	TF	-0.191602852422965	0.0652034091743648	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF22	TF	0.722578454929847	0.486083003838756	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF221	TF	-0.251112800477954	-0.0585762363709426	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF222	TF	-0.137174471416159	0.504161793605331	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF223	TF	0.269454880227739	0.345196453983101	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF224	TF	0.111478607875543	0.479664080606946	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF225	TF	-0.251624945323334	0.0373987867671417	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF226	TF	0.29830710502834	0.0245466504217475	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF227	TF	0.0672667403235381	-0.0207595945430831	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZNF229	TF	-0.298552822777242	-0.0350937599091488	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF23	TF	0.364559554683338	0.353539722302865	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF230	TF	-0.190883190051786	0.578286375305305	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF232	TF	0.584351693911068	0.232204049925311	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF233	TF	0.0240674761423929	0.428993332342353	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF234	TF	-0.1303755296357	0.0924008551218382	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF235	TF	-0.829041458545627	0.0924362744162531	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF236	TF	-0.0435588050852586	0.269072163660576	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF239	TF	0.54355119533975	0.209311722329308	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF24	TF	-0.0479022678199857	-0.169589953857693	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF248	TF	0.0910724912640892	-0.075295282524794	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZNF25	TF	0.412538153992662	0.52035579446205	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF250	TF	0.387464676739199	0.395261542301406	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF251	TF	-0.187044487464531	-0.00609500044991275	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF253	TF	0.451886236758568	-0.203972032428697	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZNF254	TF	0.104521606923535	-0.275101495533356	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZNF256	TF	0.480395904190492	0.374343215826791	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF257	TF	0.137136793845602	-0.0323062910532301	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZNF26	TF	-0.0646622840612477	0.134029520486964	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF263	TF	0.217362648395787	-0.146193804867181	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZNF264	TF	-0.0629153726109994	0.709115953956112	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF266	TF	-0.642584967469816	-0.191599088102634	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF267	TF	0.203254579970044	0.757909379075201	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF268	TF	0.608966677742286	0.552912953996676	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF273	TF	0.992436552857004	0.282982186695443	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF274	TF	0.08601932706558	0.869573421834923	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF275	TF	0.518802213971365	1.00804729641169	No	No	No	yes	No	No	up	up	tierNotHit	tier050
ZNF276	TF	0.454567259320627	0.0895681710560409	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF277	TF	0.0104416720920121	0.144181610764251	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF28	TF	0.318805608367427	0.140706030572325	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF280D	TF	0.322126694128087	-0.258044231035164	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZNF281	TF	0.325863540761675	0.108496557103239	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF282	TF	0.143970147689784	-0.347540540391739	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZNF283	TF	-0.254306153803397	0.252968571745498	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF284	TF	-1.68932022889775	-0.186443510855211	yes	yes	No	No	No	No	down	down	tier066	tierNotHit
ZNF285	TF	0.279069130314989	0.157273164328453	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF286A	TF	0.202097783983275	0.147429114215812	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF287	TF	-0.184514830607373	-0.090636792166391	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF292	TF	-0.251761254770164	-0.276205801396501	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF296	TF	-0.703698119427775	0.274052108574812	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF3	TF	0.345208706570165	0.768216496659755	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF30	TF	-0.441930610957291	0.441179043029564	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF300	TF	-0.454092532867372	0.120229711943972	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF302	TF	-0.272437272427814	0.60205535883471	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF304	TF	-0.0464639994143555	0.141242681427924	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF311	TF	-0.55603747372414	-0.0752267073617216	yes	No	No	No	No	No	down	down	tier050	tierNotHit
ZNF317	TF	-0.0316990517063314	0.353368360875945	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF318	TF	-0.137511731653065	0.0409342610160401	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF319	TF	0.351759992540303	0.017780182808104	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF32	TF	-0.218108534702149	-0.220798487158524	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF320	TF	-0.567672724223205	-0.0326057922627994	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF322	TF	-0.219782749136214	0.111890256098993	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF324	TF	-0.669960092519577	0.268329739629432	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF324B	TF	0.123641657547308	0.368915204632249	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF329	TF	-0.229958632423205	0.23166522253671	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF331	TF	0.179124866740338	0.234283961030134	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF333	TF	-0.264344622130929	0.092878996577673	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF334	TF	-0.703343449534637	-0.485774426029692	yes	No	No	No	No	No	down	down	tier050	tierNotHit
ZNF335	TF	-2.32625349873596	0.0249353227850944	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF337	TF	-0.364331930470782	0.344959662846744	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF33A	TF	-0.12102183497871	0.0550631454827533	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF33B	TF	-0.48979335297785	0.867608022796363	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF34	TF	-0.324271470072148	-0.549103506326519	No	No	No	yes	No	No	down	down	tierNotHit	tier050
ZNF341	TF	0.144382044138575	0.102478528475129	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF343	TF	-1.15175781639673	0.191958976497713	yes	No	No	No	No	No	down	up	tier050	tierNotHit
ZNF345	TF	-0.134913385815297	0.36699570943313	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF347	TF	0.0661214944336941	0.190376651573784	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF35	TF	-0.111493039715058	0.387146097002445	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF354A	TF	-0.0703033547311274	-0.0340898324623871	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF354B	TF	-0.138154929190198	0.250049729926191	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF354C	TF	0.469818045203131	0.67639151706803	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF358	TF	0.380966796477815	0.795684735202086	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF362	TF	0.213215774556343	1.13140583719518	No	No	No	yes	No	No	up	up	tierNotHit	tier050
ZNF366	TF	-1.10422352383368	-0.325424415565951	yes	No	No	No	No	No	down	down	tier050	tierNotHit
ZNF367	TF	0.0226474674355523	0.136712154357754	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF37A	TF	-0.11730783171878	0.172657585243443	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF382	TF	-0.110016819870368	-0.277481504961976	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF383	TF	-0.302074957443834	0.361378085796702	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF384	TF	0.560021104855165	1.12587602585909	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF391	TF	0.426900631820946	0.0856344547499426	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF394	TF	0.803940260317615	-0.303083594642752	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZNF396	TF	0.298063080415182	0.00188627958260739	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF397	TF	0.663194774163666	0.0276685460357237	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF398	TF	0.363089025671126	0.0836699174142726	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF407	TF	0.545885747023367	-0.4125854349768	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZNF408	TF	-0.140810814615322	0.0672949923345226	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF41	TF	0.190683270614803	0.250141511864781	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF410	TF	-0.394998898288098	-0.333639127612311	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF414	TF	0.446260947004414	0.0306486384375421	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF415	TF	-0.496166459938649	0.121625634761233	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF416	TF	-0.569296495414366	0.0492958033344888	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF417	TF	0.278480897516419	-0.211281216810834	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZNF418	TF	-1.35643544397959	-0.16876999155381	yes	yes	No	No	No	No	down	down	tier066	tierNotHit
ZNF419	TF	0.0579225135157592	0.52241057493918	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF420	TF	0.0608647299780872	-0.132264694364239	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZNF423	TF	-0.108808146219404	0.269454238639799	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF425	TF	-0.897688994188654	-0.92345771689577	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF426	TF	0.179403884554532	0.336226795181789	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF429	TF	-0.417393708231116	-0.126014233687657	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF43	TF	0.841845840355277	0.650617990317487	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF430	TF	0.435082906576643	1.45399780734765	No	No	No	yes	No	No	up	up	tierNotHit	tier050
ZNF431	TF	0.203615100555628	0.767176715895641	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF432	TF	0.260286705343642	-0.0353387068900099	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZNF433	TF	-0.210523171575291	-0.252704442967892	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF436	TF	0.880132517663678	0.207037141927966	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF439	TF	0.0888657852748517	-0.0076151471801459	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZNF44	TF	0.0486946038336051	-0.00559318506188563	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZNF440	TF	0.260909899064211	0.268537872298281	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF441	TF	-0.85929500932783	-0.0826062698520484	yes	No	No	No	No	No	down	down	tier050	tierNotHit
ZNF442	TF	-0.30035676646174	0.281828384725643	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF443	TF	0.228958560028699	1.05331847119371	No	No	No	yes	No	No	up	up	tierNotHit	tier050
ZNF444	TF	-0.546769951594217	-0.108759952517602	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF445	TF	0.0727559699428858	0.213419239020981	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF446	TF	0.111644428056316	0.364255089880826	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF449	TF	0.332952933675489	0.0510538447400092	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF45	TF	-0.567867619693982	-0.391966705053839	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF454	TF	-0.407032045084783	-0.131838633478975	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF460	TF	-0.0211106100718269	0.36964789215767	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF461	TF	-0.51061803875088	0.199108722858635	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF467	TF	-0.382343054406641	0.0708150133971801	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF468	TF	0.788208946452867	0.448957933689636	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF470	TF	0.97876736713576	1.40688766268151	No	No	No	yes	No	No	up	up	tierNotHit	tier050
ZNF471	TF	0.236463244581304	-0.0743056757472273	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZNF473	TF	-0.152310378557358	0.0633393726861061	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF479	TF	0.195378373631388	-0.185523893740553	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZNF48	TF	-1.06714481153598	0.807640242393724	yes	No	No	No	No	No	down	up	tier050	tierNotHit
ZNF480	TF	0.188750946559711	0.342780676118999	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF483	TF	-0.273370331717756	-0.169449222535082	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF484	TF	-0.578809146749085	-0.482241020779751	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
ZNF485	TF	0.264690082756697	1.1824843602102	No	No	No	yes	No	No	up	up	tierNotHit	tier050
ZNF486	TF	0.485857201580265	-0.184478985257143	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
ZNF490	TF	0.522841199478585	0.342721999836075	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF491	TF	0.355508535822338	0.908718617078545	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF492	TF	0.380828776514942	0.804373969689409	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF493	TF	0.188371800537972	0.993833361460471	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF496	TF	-0.0595160298184059	0.123987339689727	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ZNF497	TF	0.567311453729074	0.381924209537136	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ZNF500	TF	0.0149280241326114	-0.46356860292636	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
